ADP,20,"peseta",#,,,,
AED,784,"dirham","Dhs. #,###.##",,,100,"fils",
AFA,4,"afghani",#,,,100,"puli",pul
AFN,971,"afghani",#,,"2002-10-07",100,"puli",pul
ALL,8,"lek",#,,,100,"quindars",
AMD,51,"dram","#,###.##AMD",,,100,"louma","louma"
ANG,532,"florin",#,,,100,cents,
AOA,973,"kwanza",#,,,100,"iwei",
ARS,32,"nuevo peso","$#.###,##",,,100,centavos,"centavo"
AWG,533,Aruban Guilder,"AWG #,###.##",,,100,cents,"cent"
AZM,31,Manat d'Azerbaïdjan,#,,,100,gopik,
BAM,977,Mark bosniaque convertible,"#,###.##AZM",,,,
BBD,52,"Dollar",#,,,100,cents,
BDT,50,"Taka Bangladesh","Bt. #,###.##",,,100,"paisa",
BGL,,"Lev bulgare","# ###,## lv",,,,
BHD,48,"Dinar de Bahrein","BD #,###.###",,,1000,"fils",
BIF,108,"Franc",#,,,100,centimes,
BMD,60,"Dollar","$#,###.##",,,100,cents,
BND,96,"Dollar de Brunei","$#,###.##",,,100,cents,
BOB,68,"Boliviano","Bs#,###.##",,,100,centavos,
BSD,44,"Dollar","$#,###.##",,,100,cents,
BTN,64,"Ngultrum",#,,,100,"roupies",
BWP,72,"Pula du Bostwana","P#,###.##",,,100,"thebe",
BYB,,"BYB",#,,,,
BYR,974,"Rouble bélarus",#,,,100,"kopeks",
BZD,84,"Dollar","$#,###.##",,,100,cents,
CDF,976,"Franc",#,,,100,centimes,
CLP,152,"Peso chilien","$#.###",,,,
CNY,156,"Yuan chinois","Y#,###.##",,,"10 chiao - 100 fen",
COP,170,"Peso colombien","$#.###,##",,,,
COU,970,"Unidad de Valor Real",#,,,,
CRC,188,"Colon du Costa Rica","? #.###,##",,,,"centimo"
CSD,891,"Serbian Dinar",#,,,,
CUP,192,"Peso cubain","$ #,###.##",,,,
CVE,132,"Escudo capverdien",#,,,,
DJF,262,"Franc de Djibouti",#,,,,
DOP,214,"Peso dominicain","$ #,###.##",,,,
DZD,12,"Dinar algérien",#,,,100,centimes,
EGP,818,"Livre égyptienne","L.E. #,###.##",,,100,"piastres",
ECS,,"Ecuador",#,,,,
ERN,232,"Nakfa",#,,,,
ETB,230,"Birr éthiopien",#,,,,
FJD,242,"Dollar des Fidji",#,,,,
FKP,238,"Livre des Falkland",#,,,,
FRC,,"Franc congolais",#,,,,
GEL,981,"Lari",#,,,,
GHC,288,"Cedi",#,,,,
GIP,292,"Livre de Gibraltar",#,,,,
GMD,270,"Dalasi",#,,,,
GNF,324,"Franc guinéen",#,,,,
GTQ,320,"Quetzal",#,,,,
GWP,624,"Peso de Guinée-Bissau",#,,,,
GYD,328,"Dollar de Guyana",#,,,,
HNL,340,"Lempira du Honduras",#,,,100,centavos,
HRK,191,"Kuna","#.###,## kn",,,,
HTG,332,"Gourde haïtienne",#,,,100,centimes,
IDR,360,"Rupiah indonésienne",#,,,,
IQD,368,"Dinar iraquien",#,,,,
IRR,364,"Rial iranien",#,,,,
JMD,388,"Dollar de la Jamaïque",#,,,100,cents,
JOD,400,"Dinar jordanien",#,,,1000,"fils",
KES,404,"Shilling du Kenya",#,,,100,cents,
KGS,417,"Som du Kirghistan",#,,,,
KHR,116,"Riel",#,,,,
KMF,174,"Franc comorien",#,,,,
KPW,408,"Won nord-coréen",#,,,,
KWD,414,"Dinar du Koweit",#,,,"10 dirhams-1000 fils",
KYD,136,"Dollar des îles Cayman","$#,###.##",,,,
KZT,398,"Tengué du Kazakhstan",#,,,100,"tyine",
LAK,418,"Kip du Laos",#,,,100,"at",
LBP,422,"Livre libanaise",#,,,100,"piastres",
LKR,144,"Roupie sri-lankaise",#,,,,
LRD,430,"Dollar du Liberia",#,,,100,cents,
LSL,426,"Ioti du Lesotho",#,,,100,"lisente",
LYD,434,"Dinar de Lybie",#,,,1000,"dirhams",
MDL,498,"Leu moldave",#,,,100,"bani",
MGA,969,"Ariary",#,,,,
MGF,450,"Franc malgache",#,,,,
MKD,807,"Denar",#,,,,
MMK,104,"Kyat",#,,,,
MNT,496,"Togrog mongol",#,,,100,"mongo",
MOP,446,"Pataca de Macao",#,,,100,"avos",
MRO,478,"Ouguiya mauritanien",#,,5,khoums,
MUR,480,"Roupie mauricienne",#,,,,
MVR,462,"Rufiyaa des iles Maldives",#,,,100,leris,
MWK,454,"Kwacha du Malawi",#,,,,
MXV,979,"Mexican unidad de inversion",#,,,,
MYR,458,"Ringgit",#,,,,
MZM,508,"Metical",#,,,,
NAD,516,"Dollar de Namibie",#,,,,
NGN,566,"Naira",#,,,,
NIO,558,"Cordoba du Nicaragua",#,,,100,centavos,
NPR,524,"Roupie népalaise",#,,,,
OMR,512,"Rial Omani",#,,,1000,baizas,
PAB,590,"Balboa du Panama",#,,,100,centesimos,
PEN,604,"Nouveau Sol péruvien",#,,,100,centavos,
PGK,598,"Kina",#,,,,
PHP,608,"Peso des Philippines",#,,,100,centavos,
PKR,586,"Roupie pakistanaise",#,,,100,paisas,
PYG,600,"Guarani du Paraguay",#,,,100,"centimos",
QAR,634,"Riyal du Qatar",#,,,100,"dirhams",
RUB,643,"Rouble russe",#,"2011-08-14",,100,copecks,
RWF,646,"Franc rwandais",#,,,,
SAR,682,"Riyal d'Arabie Saoudite",#,,,100,halalas,
SBD,90,"Dollar des Iles Salomon",#,,,,
SCR,690,"Roupie seychelloise",#,,,,
SDD,736,"Dinar soudanais",#,,,,
SHP,654,"Livre de Sainte-Hélène",#,,,,
SLL,694,"Leone",#,,,,
SOS,706,"Shilling somalien",#,,,,
SPL,,"Seborga, Luigini",#,,,,
SRG,968,"Florin du Suriname SRD)",#,,,,
STD,678,"Dobra",#,,,,
SVC,222,"Colon du Salvador","₡#,###.##",,,,
SYP,760,"livre syrienne",#,,,,
SZL,748,"Lilangeni du Swaziland",#,,,100,cents,
TJR,,"Rouble tadjik",#,,,,
TJS,972,"Somoni du Tadjikistan",#,,,,
TMM,795,"Manat du Turkmenistan",#,,,100,tenesi,
TND,788,"Dinar tunisien",#,,,1000,millimes,
TOP,776,"Pa'anga",#,,,,
TTD,780,"Dollar de Trinité-et-Tobago",#,,,,
TZS,834,"Shilling tanzanien",#,,,,
UGX,,"Shilling ougandais",#,,,,
UYU,858,"Nouveau peso uruguaien","$#.###,##",,,100,centésimos,
UZS,860,"Sum d'Ouzbekistan",#,,,,
VAL,,"Lire du Vatican",#,"1998-12-31",,,
VEB,,"Bolivar vénézuelien","Bs. #.###,##",,,100,céntimos,
VND,704,"Dông vietnamien","#.### Dong",,,"10 h? o - 100 xu",
VUV,548,"Vatu du vanuatu","#,###VT",,,100,centimes,
WST,882,"Tala",#,,,,,
XAF,950,"Franc CFA",#,,,,,
XCD,951,"Dollar des Caraïbes de l'Est","$#,###.##",,,,,
XDR,,"International Monetary Fund",#,,,,,
XEU,,"ECU européen European Currency Unit)",#,"1998-12-31",,,,
XPF,953,"Franc CFP",#,,,,,
YER,886,"Riyal du Yemen",#,,,40,bugshas,
ZAR,710,"Rand sud-africain",#,,,100,cents,
ZMK,894,"Kwacha Zambien",#,,,100,ngwee,
ZWD,716,"Dollar du Zimbabwe","Z$# ###.##",,,100,cents,
ZRN,,"Nouveau Zaïre",#,,,,,
YUM,,"Dinar yougoslave",#,,,,
PLZ,,"Zloty polonais",#,,,100,"groszy",
RUR,,"Rouble russe",#,,,,
GGP,,"Guernsey, Pounds",#,,,,
IMP,,"Isle of Man, Pounds",#,,,,
JEP,,"Jersey, Pounds",#,,,,
XAU,,"Once d'or",#,,,,,
XAG,,"Once d'argent",#,,,,,
XPD,,"Once de palladium",#,,,,,
XPT,,"Once de platine",#,,,,,
